PresentId,Dimension1,Dimension2,Dimension3
4768,8,10,2
4769,49,40,7
4770,31,28,39
4771,2,2,10
4772,3,3,4
4773,11,15,11
4774,165,106,73
4775,227,81,162
4776,99,164,199
4777,149,73,181
4778,116,148,73
4779,8,4,6
4780,8,5,6
4781,9,6,4
4782,7,7,6
4783,35,6,68
4784,95,81,225
4785,73,191,145
4786,12,6,2
4787,135,210,102
4788,55,24,21
4789,243,247,248
4790,26,22,50
4791,232,201,112
4792,66,48,43
4793,80,236,191
4794,120,207,227
4795,10,6,10
4796,48,37,29
4797,12,12,7
4798,4,10,2
4799,12,38,54
4800,234,113,85
4801,5,9,8
4802,10,7,10
4803,104,219,79
4804,147,170,123
4805,46,42,28
4806,40,31,33
4807,163,88,120
4808,10,2,5
4809,59,60,32
4810,50,39,31
4811,58,23,42
4812,4,7,9
4813,15,42,4
4814,10,16,19
4815,26,14,4
4816,9,3,8
4817,109,239,179
4818,16,39,56
4819,20,30,8
4820,5,9,6
4821,8,8,2
4822,10,66,56
4823,38,28,18
4824,20,13,42
4825,211,190,71
4826,116,209,230
4827,10,9,5
4828,181,98,120
4829,58,13,35
4830,4,2,10
4831,20,17,88
4832,29,39,47
4833,155,91,94
4834,14,42,7
4835,210,76,82
4836,25,33,27
4837,41,14,76
4838,10,5,7
4839,170,66,248
4840,59,23,65
4841,20,32,64
4842,19,32,33
4843,5,8,3
4844,7,9,8
4845,194,187,166
4846,40,36,57
4847,63,54,48
4848,246,166,153
4849,8,9,6
4850,182,109,228
4851,9,7,3
4852,6,9,9
4853,56,10,24
4854,20,25,72
4855,38,64,61
4856,41,31,2
4857,11,16,14
4858,4,7,9
4859,129,195,179
4860,87,103,244
4861,5,6,7
4862,12,34,56
4863,40,15,5
4864,118,109,232
4865,21,25,93
4866,7,9,5
4867,212,70,160
4868,5,7,4
4869,137,93,111
4870,143,115,65
4871,6,30,52
4872,8,6,10
4873,10,6,10
4874,11,54,33
4875,101,231,149
4876,8,7,7
4877,8,5,8
4878,109,70,114
4879,175,237,108
4880,37,17,74
4881,19,30,72
4882,40,42,70
4883,10,38,77
4884,25,21,20
4885,40,28,20
4886,5,5,5
4887,149,171,186
4888,2,4,4
4889,17,27,84
4890,13,31,33
4891,16,29,79
4892,22,9,4
4893,21,28,94
4894,10,3,7
4895,5,8,5
4896,81,155,163
4897,35,26,57
4898,5,44,75
4899,4,7,9
4900,42,26,75
4901,20,42,88
4902,43,51,50
4903,34,22,34
4904,125,104,228
4905,4,8,4
4906,69,61,35
4907,9,8,6
4908,7,8,9
4909,4,5,7
4910,88,188,120
4911,28,9,42
4912,118,203,80
4913,6,10,6
4914,3,2,8
4915,177,168,174
4916,63,6,22
4917,29,42,50
4918,124,198,212
4919,29,25,40
4920,36,28,71
4921,21,13,96
4922,3,8,5
4923,14,19,9
4924,29,37,10
4925,43,12,61
4926,6,8,6
4927,9,33,62
4928,34,34,41
4929,2,4,8
4930,19,56,63
4931,9,6,2
4932,59,43,35
4933,195,206,119
4934,6,22,35
4935,48,14,58
4936,3,5,10
4937,37,66,61
4938,9,8,2
4939,5,2,5
4940,7,6,2
4941,7,10,75
4942,10,3,10
4943,69,14,56
4944,5,4,5
4945,10,10,7
4946,31,35,26
4947,73,86,144
4948,10,2,5
4949,52,37,38
4950,3,2,10
4951,9,25,15
4952,2,3,3
4953,66,178,222
4954,4,8,6
4955,9,14,13
4956,206,246,67
4957,9,9,5
4958,76,248,105
4959,200,192,170
4960,8,7,7
4961,60,18,28
4962,50,10,29
4963,30,14,79
4964,56,11,55
4965,9,2,9
4966,245,137,121
4967,30,26,26
4968,194,92,172
4969,7,47,13
4970,63,36,67
4971,66,26,14
4972,80,124,138
4973,2,8,2
4974,142,204,122
4975,37,24,49
4976,25,8,18
4977,41,25,77
4978,2,7,10
4979,10,8,8
4980,38,19,35
4981,203,89,109
4982,9,28,15
4983,220,152,111
4984,62,16,29
4985,180,74,185
4986,46,7,32
4987,30,42,36
4988,4,3,2
4989,230,179,137
4990,132,183,206
4991,9,12,24
4992,31,40,53
4993,9,3,3
4994,25,19,46
4995,9,8,9
4996,84,215,141
4997,151,71,250
4998,125,122,134
4999,3,9,5
5000,10,11,41
5001,5,34,68
5002,6,6,72
5003,8,2,6
5004,31,16,10
5005,40,12,48
5006,55,63,12
5007,201,161,101
5008,11,28,63
5009,5,45,99
5010,14,36,36
5011,8,52,45
5012,7,10,3
5013,16,48,23
5014,7,7,6
5015,50,67,53
5016,3,10,2
5017,3,8,4
5018,6,8,5
5019,44,12,16
5020,135,240,175
5021,4,10,4
5022,45,49,66
5023,22,39,11
5024,45,43,7
5025,58,19,42
5026,226,205,66
5027,215,234,84
5028,17,31,40
5029,2,3,3
5030,5,3,10
5031,54,69,57
5032,5,15,20
5033,8,6,8
5034,9,4,10
5035,15,37,58
5036,37,28,58
5037,67,142,239
5038,9,10,4
5039,3,10,10
5040,4,3,8
5041,26,16,42
5042,140,246,104
5043,88,168,231
5044,20,36,45
5045,7,2,3
5046,71,184,197
5047,88,248,129
5048,2,6,2
5049,17,40,63
5050,112,173,151
5051,177,110,196
5052,65,64,15
5053,138,115,77
5054,9,9,7
5055,194,66,82
5056,4,4,9
5057,31,49,43
5058,37,8,29
5059,38,25,26
5060,28,9,92
5061,102,167,89
5062,5,5,8
5063,3,10,8
5064,21,9,25
5065,34,37,15
5066,33,26,36
5067,41,29,84
5068,33,42,46
5069,40,11,40
5070,4,7,4
5071,19,45,28
5072,54,62,55
5073,7,9,5
5074,22,37,9
5075,9,9,4
5076,9,6,10
5077,239,212,71
5078,28,35,41
5079,17,38,35
5080,64,26,60
5081,44,17,32
5082,41,17,29
5083,8,9,6
5084,7,5,10
5085,105,186,93
5086,54,21,50
5087,75,226,66
5088,3,8,4
5089,106,111,162
5090,85,76,99
5091,171,247,229
5092,8,33,77
5093,40,27,30
5094,44,10,45
5095,7,8,8
5096,111,161,152
5097,94,250,183
5098,31,44,42
5099,106,226,158
5100,83,142,143
5101,235,94,100
5102,54,47,8
5103,10,6,2
5104,8,9,2
5105,65,21,43
5106,176,70,240
5107,65,68,20
5108,11,5,90
5109,44,35,71
5110,170,162,181
5111,98,219,192
5112,20,38,25
5113,26,23,78
5114,39,12,49
5115,65,78,79
5116,6,4,10
5117,29,15,54
5118,8,6,7
5119,38,21,11
5120,33,15,82
5121,24,31,53
5122,160,152,180
5123,212,106,86
5124,246,138,244
5125,39,34,51
5126,8,27,77
5127,160,202,177
5128,112,153,219
5129,17,19,20
5130,32,27,50
5131,16,34,86
5132,133,78,180
5133,5,8,3
5134,74,65,66
5135,33,15,45
5136,40,35,50
5137,157,161,74
5138,117,221,215
5139,103,241,151
5140,30,56,14
5141,33,29,91
5142,49,12,5
5143,171,180,77
5144,64,40,65
5145,19,33,61
5146,179,84,131
5147,48,50,15
5148,45,19,19
5149,9,42,26
5150,59,42,64
5151,52,32,41
5152,8,2,4
5153,151,134,106
5154,25,31,47
5155,184,84,216
5156,73,96,198
5157,9,5,2
5158,24,8,85
5159,21,19,50
5160,25,43,4
5161,95,143,248
5162,215,122,105
5163,82,65,91
5164,33,52,33
5165,23,15,92
5166,8,6,3
5167,12,35,100
5168,19,33,86
5169,9,2,7
5170,39,28,32
5171,4,10,10
5172,31,64,13
5173,145,250,163
5174,37,29,78
5175,11,19,17
5176,2,8,10
5177,24,53,51
5178,32,12,26
5179,236,213,114
5180,7,3,4
5181,64,25,64
5182,3,5,10
5183,136,165,75
5184,8,15,48
5185,30,14,27
5186,73,203,71
5187,53,37,70
5188,186,209,190
5189,59,70,9
5190,12,17,4
5191,9,4,7
5192,8,3,2
5193,10,33,70
5194,33,6,77
5195,17,8,82
5196,34,27,42
5197,50,23,67
5198,6,24,25
5199,132,137,150
5200,5,10,7
5201,243,99,88
5202,18,21,48
5203,35,16,10
5204,7,6,4
5205,6,7,9
5206,55,30,61
5207,20,5,99
5208,227,113,71
5209,60,11,58
5210,52,61,54
5211,4,3,9
5212,6,10,2
5213,24,42,39
5214,6,7,3
5215,4,3,2
5216,8,36,28
5217,2,3,4
5218,142,219,97
5219,2,5,4
5220,67,33,7
5221,43,38,74
5222,2,5,10
5223,4,5,7
5224,14,33,30
5225,180,101,126
5226,24,19,6
5227,118,72,136
5228,18,29,34
5229,3,2,5
5230,125,238,160
5231,9,10,9
5232,6,6,10
5233,38,37,40
5234,34,45,62
5235,26,13,50
5236,11,21,73
5237,48,29,17
5238,228,84,155
5239,2,2,3
5240,225,188,129
5241,130,232,195
5242,66,7,50
5243,26,16,9
5244,7,34,48
5245,10,6,10
5246,8,10,3
5247,23,6,83
5248,6,4,2
5249,10,7,10
5250,38,8,17
5251,40,26,40
5252,3,8,8
5253,15,42,66
5254,190,155,82
5255,5,56,61
5256,7,4,2
5257,44,40,59
5258,48,61,19
5259,122,180,67
5260,77,190,183
5261,4,4,6
5262,100,93,125
5263,64,65,31
5264,4,7,6
5265,17,69,40
5266,37,32,75
5267,77,97,168
5268,90,194,221
5269,3,2,10
5270,18,10,70
5271,81,200,232
5272,206,104,180
5273,41,13,63
5274,226,157,143
5275,16,68,49
5276,6,8,4
5277,39,59,60
5278,109,86,172
5279,41,7,77
5280,10,10,68
5281,10,3,10
5282,91,237,80
5283,179,126,239
5284,3,3,7
5285,5,17,65
5286,65,15,24
5287,5,8,3
5288,94,241,206
5289,83,197,99
5290,18,25,14
5291,4,10,9
5292,38,17,63
5293,35,47,41
5294,29,50,39
5295,10,36,32
5296,250,187,123
5297,84,163,190
5298,10,59,28
5299,9,4,5
5300,29,41,41
5301,27,62,55
5302,5,6,5
5303,226,116,97
5304,32,25,86
5305,26,40,92
5306,234,114,192
5307,31,23,71
5308,11,15,89
5309,233,235,65
5310,156,224,157
5311,18,34,18
5312,31,9,50
5313,2,2,9
5314,3,9,6
5315,8,5,9
5316,13,5,59
5317,41,16,78
5318,2,3,4
5319,50,21,22
5320,231,163,96
5321,66,60,47
5322,10,9,4
5323,82,108,247
5324,2,2,8
5325,5,8,7
5326,59,42,65
5327,246,233,142
5328,37,44,40
5329,193,157,221
5330,92,82,186
5331,55,16,28
5332,225,219,78
5333,73,135,149
5334,13,62,33
5335,64,54,17
5336,104,146,197
5337,45,15,61
5338,27,31,18
5339,7,6,9
5340,15,45,7
5341,6,9,5
5342,43,36,34
5343,7,8,2
5344,10,39,56
5345,5,28,46
5346,41,9,60
5347,195,207,183
5348,5,12,61
5349,246,220,220
5350,15,34,85
5351,114,175,190
5352,142,194,238
5353,59,27,22
5354,24,5,70
5355,10,4,9
5356,6,6,6
5357,43,33,81
5358,73,139,182
5359,26,12,78
5360,26,10,30
5361,28,12,65
5362,209,87,213
5363,35,31,69
5364,38,33,54
5365,189,98,134
5366,63,30,46
5367,28,24,16
5368,7,4,10
5369,20,22,29
5370,8,30,20
5371,3,4,9
5372,5,5,8
5373,172,226,183
5374,4,9,8
5375,8,7,3
5376,9,16,11
5377,2,2,5
5378,3,5,9
5379,6,2,2
5380,10,41,19
5381,25,59,59
5382,17,5,16
5383,16,28,46
5384,18,27,13
5385,4,6,9
5386,3,9,9
5387,69,48,52
5388,154,235,136
5389,40,25,61
5390,113,132,85
5391,19,10,33
5392,4,10,6
5393,8,8,6
5394,227,104,177
5395,3,8,10
5396,12,62,70
5397,6,6,9
5398,7,5,6
5399,3,7,3
5400,7,8,61
5401,6,8,9
5402,19,23,85
5403,40,14,38
5404,51,64,37
5405,22,35,9
5406,28,12,54
5407,117,232,75
5408,24,11,41
5409,6,32,6
5410,22,43,72
5411,35,8,72
5412,41,43,74
5413,3,5,6
5414,28,22,98
5415,7,12,32
5416,3,9,6
5417,8,42,41
5418,63,37,21
5419,25,70,40
5420,8,11,27
5421,45,29,17
5422,70,34,15
5423,3,5,6
5424,5,9,2
5425,204,149,218
5426,10,32,50
5427,233,244,147
5428,5,23,42
5429,30,23,87
5430,9,20,41
5431,4,5,7
5432,6,9,8
5433,2,2,10
5434,25,24,66
5435,67,7,58
5436,93,92,136
5437,52,31,25
5438,8,7,5
5439,218,116,104
5440,110,123,129
5441,3,10,10
5442,87,71,242
5443,7,7,10
5444,6,34,56
5445,90,163,118
5446,73,71,203
5447,10,9,4
5448,43,5,56
5449,25,25,27
5450,150,167,85
5451,8,6,2
5452,222,177,113
5453,227,97,190
5454,6,2,4
5455,9,5,4
5456,3,4,2
5457,57,34,49
5458,206,169,219
5459,2,6,2
5460,17,32,54
5461,32,35,34
5462,9,3,7
5463,233,75,198
5464,114,228,85
5465,4,2,9
5466,59,61,56
5467,158,227,170
5468,19,52,33
5469,3,7,10
5470,9,17,42
5471,33,60,5
5472,115,146,167
5473,42,37,53
5474,24,25,96
5475,33,22,82
5476,47,45,42
5477,7,21,41
5478,3,4,7
5479,26,24,43
5480,2,10,9
5481,75,219,88
5482,34,26,20
5483,6,9,5
5484,7,5,9
5485,149,120,96
5486,38,39,23
5487,155,87,195
5488,124,116,172
5489,19,16,86
5490,7,15,92
5491,49,28,64
5492,101,163,205
5493,13,40,43
5494,247,188,244
5495,14,36,46
5496,9,17,56
5497,5,8,7
5498,9,36,28
5499,9,33,65
5500,230,237,67
5501,195,106,81
5502,6,6,3
5503,39,66,16
5504,10,8,6
5505,29,45,37
5506,68,71,205
5507,7,5,7
5508,49,38,32
5509,23,42,10
5510,6,18,56
5511,229,207,103
5512,67,61,42
5513,95,121,124
5514,11,17,23
5515,13,11,43
5516,10,12,67
5517,9,18,48
5518,247,119,90
5519,184,106,195
5520,22,14,69
5521,60,44,13
5522,42,16,94
5523,76,204,80
5524,222,188,181
5525,209,215,106
5526,3,3,9
5527,25,12,6
5528,134,91,214
5529,145,161,221
5530,37,19,36
5531,32,58,44
5532,9,4,9
5533,15,17,3
5534,227,68,204
5535,28,18,83
5536,39,40,5
5537,7,10,3
5538,46,25,33
5539,200,136,99
5540,68,35,43
5541,10,6,6
5542,222,67,191
5543,9,9,3
5544,25,29,36
5545,7,19,77
5546,5,3,10
5547,44,31,61
5548,5,5,10
5549,2,4,2
5550,186,133,242
5551,187,77,156
5552,134,221,187
5553,30,17,48
5554,6,8,6
5555,42,20,34
5556,2,10,10
5557,77,112,116
5558,60,41,69
5559,148,138,250
5560,117,113,114
5561,33,31,33
5562,102,103,235
5563,142,105,195
5564,176,163,88
5565,10,5,7
5566,5,9,10
5567,30,12,23
5568,65,61,45
5569,6,4,8
5570,3,7,9
5571,45,8,14
5572,3,7,10
5573,82,134,157
5574,19,29,92
5575,22,52,14
5576,121,118,111
5577,61,40,7
5578,34,64,11
5579,194,150,225
5580,2,6,3
5581,7,8,6
5582,210,139,200
5583,7,20,45
5584,9,38,55
5585,69,243,90
5586,113,149,91
5587,6,3,2
5588,7,20,54
5589,16,48,34
5590,2,8,6
5591,32,14,41
5592,204,187,145
5593,9,8,7
5594,8,28,16
5595,7,28,42
5596,52,14,65
5597,5,6,9
5598,161,240,149
5599,30,12,23
5600,67,28,17
5601,12,16,14
5602,83,68,122
5603,9,10,10
5604,42,61,25
5605,38,6,40
5606,5,5,9
5607,39,44,99
5608,123,157,173
5609,208,169,79
5610,106,99,185
5611,2,10,5
5612,9,4,2
5613,5,16,52
5614,42,32,42
5615,10,13,39
5616,16,18,42
5617,13,17,13
5618,6,4,8
5619,99,141,178
5620,6,6,9
5621,107,209,100
5622,6,5,6
5623,10,10,7
5624,6,6,7
5625,149,156,220
5626,82,105,146
5627,181,225,249
5628,66,11,15
5629,149,69,85
5630,47,12,19
5631,8,4,9
5632,51,23,20
5633,20,24,43
5634,66,34,13
5635,168,162,227
5636,5,30,3
5637,8,10,3
5638,9,10,9
5639,7,2,7
5640,6,7,2
5641,18,19,26
5642,12,25,56
5643,12,34,27
5644,66,63,46
5645,5,65,32
5646,10,10,8
5647,73,213,124
5648,12,67,43
5649,122,177,231
5650,7,2,9
5651,13,26,67
5652,196,197,98
5653,65,176,90
5654,12,39,22
5655,28,34,46
5656,39,42,97
5657,35,28,62
5658,6,10,6
5659,186,171,194
5660,47,44,23
5661,200,220,101
5662,13,36,37
5663,110,131,199
5664,18,43,7
5665,57,18,14
5666,8,4,8
5667,5,21,66
5668,166,233,189
5669,61,32,28
5670,13,44,75
5671,67,71,75
5672,44,66,47
5673,45,29,57
5674,16,6,23
5675,84,240,96
5676,37,21,58
5677,3,9,2
5678,14,51,38
5679,4,7,7
5680,5,7,5
5681,62,49,35
5682,6,9,30
5683,17,36,6
5684,52,8,52
5685,3,10,8
5686,192,171,102
5687,3,6,5
5688,121,249,218
5689,128,231,70
5690,42,34,99
5691,64,48,55
5692,10,3,10
5693,3,4,6
5694,37,15,63
5695,54,39,63
5696,32,27,95
5697,47,33,27
5698,241,131,213
5699,209,237,87
5700,5,3,5
5701,35,43,79
5702,9,3,10
5703,58,13,47
5704,13,7,73
5705,33,36,29
5706,45,64,11
5707,10,10,3
5708,17,41,56
5709,6,3,8
5710,7,3,9
5711,24,45,79
5712,74,78,239
5713,8,4,2
5714,61,27,29
5715,149,231,193
5716,37,41,49
5717,5,2,7
5718,10,34,38
5719,201,161,140
5720,67,13,43
5721,37,13,49
5722,36,55,28
5723,142,71,90
5724,175,92,215
5725,7,58,53
5726,48,14,50
5727,2,3,10
5728,47,32,49
5729,13,39,25
5730,22,24,72
5731,63,12,22
5732,61,26,48
5733,21,35,3
5734,42,45,65
5735,7,10,8
5736,7,12,23
5737,248,202,223
5738,8,5,3
5739,51,19,28
5740,10,4,8
5741,70,42,14
5742,33,21,94
5743,250,127,146
5744,205,142,99
5745,8,14,76
5746,20,33,100
5747,222,214,76
5748,13,38,16
5749,9,9,10
5750,7,3,4
5751,134,111,161
5752,32,26,53
5753,23,32,36
5754,217,138,93
5755,6,5,8
5756,43,11,67
5757,47,60,25
5758,23,27,19
5759,25,21,26
5760,37,24,60
5761,33,13,64
5762,6,39,64
5763,46,12,47
5764,204,77,113
5765,30,24,54
5766,3,8,9
5767,34,22,8
5768,28,62,7
5769,10,9,10
5770,41,34,59
5771,2,6,2
5772,29,15,23
5773,5,5,6
5774,5,13,52
5775,32,20,53
5776,3,2,9
5777,9,3,10
5778,25,59,5
5779,53,37,50
5780,22,34,42
5781,46,29,68
5782,2,4,10
5783,11,5,71
5784,237,159,180
5785,23,64,19
5786,106,116,194
5787,7,7,2
5788,34,28,12
5789,5,5,5
5790,2,6,7
5791,62,69,44
5792,149,182,179
5793,106,71,234
5794,80,153,179
5795,4,3,10
5796,85,129,180
5797,154,89,233
5798,6,8,4
5799,89,176,209
5800,24,34,51
5801,17,13,71
5802,3,4,3
5803,27,31,43
5804,23,22,10
5805,4,8,2
5806,6,10,3
5807,24,13,82
5808,46,65,45
5809,10,2,8
5810,244,159,242
5811,2,8,2
5812,12,15,28
5813,248,207,117
5814,40,30,8
5815,10,5,3
5816,194,209,108
5817,7,16,74
5818,5,5,2
5819,50,12,59
5820,9,42,50
5821,57,20,42
5822,122,182,191
5823,58,7,27
5824,12,10,36
5825,10,39,23
5826,8,10,7
5827,176,96,142
5828,5,9,4
5829,48,51,9
5830,42,43,50
5831,7,5,10
5832,234,220,178
5833,10,38,89
5834,29,49,47
5835,4,7,2
5836,44,34,37
5837,6,3,2
5838,9,8,2
5839,60,19,32
5840,8,8,8
5841,9,10,7
5842,53,38,32
5843,34,16,66
5844,193,71,131
5845,10,2,10
5846,119,204,144
5847,196,89,105
5848,83,218,109
5849,5,10,6
5850,29,23,11
5851,10,3,7
5852,42,59,40
5853,41,44,58
5854,8,9,2
5855,97,131,141
5856,223,82,160
5857,108,178,90
5858,7,4,6
5859,5,25,64
5860,207,87,129
5861,10,8,9
5862,36,38,49
5863,43,36,94
5864,70,22,52
5865,39,31,11
5866,18,58,68
5867,152,146,225
5868,48,58,33
5869,18,33,79
5870,8,4,9
5871,28,20,20
5872,10,18,72
5873,9,9,4
5874,30,35,23
5875,150,135,215
5876,6,7,4
5877,29,35,6
5878,9,10,6
5879,6,10,8
5880,9,4,4
5881,201,104,238
5882,69,50,21
5883,18,52,49
5884,140,160,93
5885,3,4,4
5886,13,26,62
5887,6,35,6
5888,10,12,54
5889,26,9,41
5890,24,37,13
5891,15,12,15
5892,22,13,30
5893,18,56,7
5894,6,9,10
5895,160,209,103
5896,22,12,41
5897,10,10,7
5898,70,5,58
5899,21,53,35
5900,154,130,83
5901,30,14,36
5902,5,2,4
5903,68,12,69
5904,2,9,3
5905,5,15,65
5906,123,164,235
5907,9,6,7
5908,4,9,8
5909,18,6,72
5910,4,3,7
5911,3,6,5
5912,39,6,12
5913,38,8,29
5914,175,177,106
5915,19,47,29
5916,27,5,7
5917,9,2,5
5918,39,18,87
5919,35,38,42
5920,17,50,34
5921,68,239,245
5922,21,37,45
5923,10,6,9
5924,18,14,45
5925,9,3,9
5926,218,89,190
5927,46,13,70
5928,176,99,150
5929,8,3,3
5930,5,4,10
5931,208,65,203
5932,10,7,3
5933,136,97,117
5934,165,140,115
5935,3,7,3
5936,5,7,3
5937,199,213,220
5938,153,222,117
5939,18,19,38
5940,223,114,196
5941,6,9,5
5942,10,4,9
5943,164,112,116
5944,5,6,3
5945,10,3,6
5946,6,2,8
5947,2,6,6
5948,24,60,36
5949,16,35,22
5950,53,6,47
5951,167,190,226
5952,22,43,35
5953,3,8,4
5954,148,205,72
5955,8,8,3
5956,26,6,83
5957,226,93,234
5958,36,36,87
5959,5,44,9
5960,70,27,21
5961,11,39,59
5962,140,123,242
5963,9,4,10
5964,20,21,56
5965,7,3,8
5966,4,7,4
5967,8,10,7
5968,92,169,238
5969,38,27,30
5970,2,8,6
5971,50,32,16
5972,16,12,30
5973,199,217,217
5974,9,6,7
5975,13,48,16
5976,16,6,20
5977,25,17,58
5978,22,8,90
5979,19,14,18
5980,6,8,2
5981,7,5,8
5982,22,26,25
5983,5,9,2
5984,173,225,149
5985,10,2,3
5986,30,12,49
5987,6,3,9
5988,5,2,6
5989,224,192,246
5990,3,10,7
5991,6,7,9
5992,18,14,52
5993,45,32,5
5994,7,5,10
5995,27,43,79
5996,9,2,3
5997,126,166,211
5998,45,48,32
5999,19,11,50
6000,245,211,83
6001,33,22,63
6002,2,5,10
6003,120,250,226
6004,222,72,168
6005,29,5,69
6006,90,138,119
6007,20,25,52
6008,244,248,137
6009,27,57,32
6010,5,7,6
6011,7,2,2
6012,10,9,6
6013,168,240,100
6014,12,13,36
6015,210,156,247
6016,72,66,227
6017,66,56,12
6018,34,37,65
6019,39,30,2
6020,15,47,43
6021,10,5,10
6022,157,75,192
6023,239,178,207
6024,37,16,67
6025,43,16,21
6026,15,34,79
6027,10,8,8
6028,15,29,47
6029,129,235,226
6030,8,8,53
6031,20,32,86
6032,114,182,189
6033,38,70,7
6034,35,21,24
6035,69,170,219
6036,9,10,3
6037,5,13,33
6038,4,10,3
6039,22,10,23
6040,62,28,25
6041,33,35,25
6042,57,13,14
6043,178,234,183
6044,29,36,40
6045,17,8,50
6046,11,32,58
6047,17,25,88
6048,30,24,66
6049,18,26,96
6050,151,168,184
6051,16,11,82
6052,6,9,4
6053,11,25,51
6054,82,117,227
6055,186,197,94
6056,3,8,7
6057,6,7,5
6058,8,4,6
6059,5,6,7
6060,67,136,206
6061,8,7,7
6062,18,12,7
6063,25,15,38
6064,9,5,10
6065,9,3,10
6066,199,98,234
6067,10,51,21
6068,34,33,53
6069,7,5,5
6070,3,6,9
6071,158,231,188
6072,2,4,3
6073,42,27,94
6074,49,15,33
6075,35,22,78
6076,33,24,40
6077,6,28,75
6078,49,66,6
6079,13,13,93
6080,208,215,197
6081,16,36,57
6082,235,226,86
6083,7,41,48
6084,44,16,97
6085,28,22,5
6086,127,137,224
6087,8,61,10
6088,32,20,70
6089,45,36,19
6090,14,41,85
6091,6,2,6
6092,87,102,73
6093,7,5,10
6094,7,4,6
6095,51,25,36
6096,10,7,4
6097,38,12,51
6098,43,32,7
6099,70,45,15
6100,2,10,9
6101,30,42,34
6102,123,165,213
6103,35,30,36
6104,30,55,43
6105,10,7,7
6106,30,56,64
6107,4,8,2
6108,3,4,7
6109,9,68,63
6110,37,20,27
6111,40,24,66
6112,47,11,36
6113,152,108,167
6114,247,141,241
6115,78,148,150
6116,2,6,8
6117,29,44,76
6118,6,6,5
6119,41,31,30
6120,2,6,8
6121,10,2,3
6122,35,56,30
6123,3,3,8
6124,7,31,22
6125,2,6,10
6126,69,63,46
6127,225,103,109
6128,74,115,158
6129,7,9,3
6130,7,10,9
6131,21,16,25
6132,3,4,8
6133,221,87,126
6134,6,4,4
6135,161,158,128
6136,37,27,98
6137,4,10,8
6138,2,9,9
6139,146,172,97
6140,30,20,55
6141,174,206,133
6142,29,10,31
6143,26,18,29
6144,138,113,183
6145,185,231,66
6146,16,40,51
6147,8,8,5
6148,44,34,49
6149,33,6,16
6150,5,38,7
6151,11,39,60
6152,6,6,3
6153,41,17,16
6154,34,5,22
6155,88,222,90
6156,10,42,64
6157,9,9,8
6158,68,60,32
6159,168,154,97
6160,15,8,31
6161,152,205,209
6162,79,130,74
6163,8,7,68
6164,39,55,43
6165,9,39,30
6166,42,63,62
6167,3,3,7
6168,202,213,73
6169,9,3,8
6170,133,74,125
6171,89,106,66
6172,82,157,213
6173,18,31,5
6174,24,63,54
6175,193,225,74
6176,190,71,162
6177,5,7,10
6178,2,4,8
6179,31,9,48
6180,43,11,9
6181,35,62,27
6182,14,35,67
6183,28,25,40
6184,145,168,196
6185,38,26,48
6186,7,8,7
6187,66,66,61
6188,5,9,10
6189,65,50,65
6190,7,6,10
6191,190,98,147
6192,12,11,54
6193,21,44,56
6194,68,61,54
6195,37,34,34
6196,5,8,6
6197,48,20,56
6198,236,190,186
6199,7,6,3
6200,113,209,128
6201,212,70,169
6202,31,12,71
6203,26,68,69
6204,10,7,9
6205,9,6,2
6206,7,7,10
6207,147,83,78
6208,7,3,8
6209,27,44,98
6210,19,34,37
6211,113,242,92
6212,78,80,178
6213,35,40,79
6214,43,20,10
6215,9,6,6
6216,5,2,10
6217,67,231,239
6218,10,8,9
6219,18,25,78
6220,87,110,75
6221,5,2,4
6222,7,10,8
6223,32,9,66
6224,39,13,30
6225,19,26,56
6226,54,9,19
6227,14,17,47
6228,6,2,2
6229,18,51,51
6230,3,8,8
6231,113,218,217
6232,13,19,23
6233,71,215,184
6234,25,6,28
6235,53,36,61
6236,37,5,89
6237,107,105,67
6238,59,27,17
6239,4,6,4
6240,30,36,66
6241,45,41,22
6242,33,35,99
6243,70,58,15
6244,70,10,11
6245,26,37,12
6246,38,34,31
6247,197,208,112
6248,93,97,129
6249,37,30,58
6250,89,70,79
6251,23,7,76
6252,31,6,41
6253,29,28,21
6254,65,244,239
6255,35,53,39
6256,30,33,74
6257,48,35,69
6258,9,29,10
6259,116,233,123
6260,9,10,9
6261,36,65,66
6262,87,218,93
6263,58,19,9
6264,33,31,20
6265,7,38,61
6266,37,6,94
6267,6,6,2
6268,2,5,10
6269,180,129,126
6270,34,42,66
6271,154,192,124
6272,35,41,74
6273,110,98,205
6274,18,36,39
6275,6,31,9
6276,45,39,68
6277,223,87,243
6278,27,8,80
6279,19,46,47
6280,3,3,2
6281,214,201,164
6282,145,155,215
6283,9,6,9
6284,88,105,86
6285,6,30,4
6286,42,54,48
6287,23,37,96
6288,8,6,9
6289,3,10,3
6290,60,11,23
6291,206,236,84
6292,10,14,57
6293,24,66,19
6294,17,43,17
6295,2,9,9
6296,105,164,183
6297,11,22,87
6298,24,27,51
6299,36,16,20
6300,26,41,34
6301,26,30,100
6302,4,10,9
6303,25,35,28
6304,6,9,5
6305,240,110,205
6306,51,39,8
6307,14,29,10
6308,84,128,168
6309,10,3,2
6310,5,7,2
6311,7,43,40
6312,7,9,7
6313,175,84,138
6314,120,248,201
6315,5,37,20
6316,145,67,200
6317,64,45,48
6318,39,7,71
6319,40,28,20
6320,42,44,94
